Aula 1; 100
Aula 2; 100
Aula 3; 50
Aula 4; 50
Aula 5; 50
Aula 6; 50
Aula 7; 50
Aula 8; 50
Aula 9; 50
Aula 10; 15
Aula 11; 15
Aula 12; 15
Lab 1; 30
Lab 2; 30
Lab 3; 20
Seminario Inf; 50
